sep=,
System.Runtime.CompilerServices.Unsafe.dll,0.0.0.0,4.0.4.0
System.Runtime.InteropServices.RuntimeInformation.dll,4.6.24705.1,4.0.1.0
System.Security.AccessControl.dll,4.6.26515.6,4.1.1.0
System.Security.Cryptography.Xml.dll,4.6.26515.6,4.0.1.0
System.Security.Permissions.dll,4.6.26515.6,4.0.1.0
System.Security.Principal.Windows.dll,4.6.26515.6,4.1.1.0
System.Text.Encodings.Web.dll,4.6.26515.6,4.0.3.0
System.ValueTuple.dll,4.6.26515.6,4.0.3.0
System.Web.Cors.dll,5.2.60510.0,5.2.6.0
System.Web.Helpers.dll,3.0.60201.0,3.0.0.0
System.Web.Http.Cors.dll,5.2.60510.0,5.2.6.0
System.Web.Http.dll,5.2.60510.0,5.2.6.0
System.Web.Http.WebHost.dll,5.2.60510.0,5.2.6.0
System.Web.Mvc.dll,5.2.60201.0,5.2.4.0
System.Web.Optimization.dll,1.1.40211.0,1.1.0.0
System.Web.Razor.dll,3.0.60201.0,3.0.0.0
System.Web.WebPages.Deployment.dll,3.0.60201.0,3.0.0.0
System.Web.WebPages.dll,3.0.60201.0,3.0.0.0
System.Web.WebPages.Razor.dll,3.0.60201.0,3.0.0.0
Telerik.Web.Design.dll,2018.1.117.45,2018.1.117.45
Telerik.Web.Device.Detection.dll,2018.1.117.45,2018.1.117.45
Telerik.Web.UI.dll,2018.1.117.45,2018.1.117.45
Telerik.Web.UI.Skins.dll,2018.1.117.45,2018.1.117.45
WebActivatorEx.dll,2.2.0.0,2.0.0.0
WebGrease.dll,1.6.5135.21930,1.6.5135.21930
Yahoo.Yui.Compressor.dll,2.7.0.0,2.7.0.0
